#Document title: Votes
#Rows: 2234, Columns: 33
#Legislative period: 2012-2013
#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.50plus;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 1, partij;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;indiener 2, partij;titel document volgens stemming
commons;2012-2013;38;2012-12-20;33400-V;45;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-45.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-33.1.44.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-33?view=html#nl.proc.ob.d.h-tk-20122013-38-33.1.44.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-33.html;aye;no;aye;aye;aye;;aye;aye;no;aye;aye;no;Van Ojik;nl.m.02895;nl.p.gl;;;;de motie-Van Ojik c.s. over de bezuinigingen van het vorige kabinet-Rutte ( 33400-V, nr. 45).
commons;2012-2013;38;2012-12-20;33400-V;52;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-52.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;no;no;no;no;no;;no;no;aye;no;no;no;Madlener;nl.m.03129;nl.p.pvv;Wilders;nl.m.02258;nl.p.pvv;de motie-Madlener/Wilders over de Nederlandse EU-bijdrage en EU-salarissen ( 33400-V, nr. 52),
commons;2012-2013;38;2012-12-20;33400-V;53;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-53.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;no;no;aye;no;no;;no;no;aye;aye;no;no;De Roon;nl.m.03126;nl.p.pvv;;;;de motie-De Roon over bescherming van de Afrikaners ( 33400-V, nr. 53),
commons;2012-2013;38;2012-12-20;33400-V;54;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-54.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;no;no;aye;no;no;;no;no;aye;aye;no;no;De Roon;nl.m.03126;nl.p.pvv;;;;de motie-De Roon over erkenning van legaliteit van Joodse vestigingen in Judea en Samaria ( 33400-V, nr. 54),
commons;2012-2013;38;2012-12-20;33400-V;55;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-55.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;no;no;aye;no;no;;no;no;aye;aye;no;no;De Roon;nl.m.03126;nl.p.pvv;Wilders;nl.m.02258;nl.p.pvv;de motie-De Roon/Wilders over het terugverplaatsen van de Nederlandse ambassade naar Jeruzalem ( 33400-V, nr. 55),
commons;2012-2013;38;2012-12-20;33400-V;56;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-56.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;no;no;aye;no;no;;no;no;aye;aye;no;no;De Roon;nl.m.03126;nl.p.pvv;;;;de motie-De Roon over onmiddellijk staken van alle subsidie aan de Palestijnse Autoriteit ( 33400-V, nr. 56),
commons;2012-2013;38;2012-12-20;33400-V;57;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-57.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;aye;aye;aye;aye;aye;;aye;aye;no;aye;no;aye;Ten Broeke;nl.m.03069;nl.p.vvd;Bonis;nl.m.03341;nl.p.pvda;de motie-Ten Broeke/Bonis over het handhaven van het Matra-programma ( 33400-V, nr. 57),
commons;2012-2013;38;2012-12-20;33400-V;59;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-59.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.26.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;no;no;no;no;aye;;no;aye;no;no;aye;no;Van Bommel;nl.m.02211;nl.p.sp;;;;de motie-Van Bommel over financiële middelen voor onderzoek naar Nederlands geweld in Nederlands-Indië ( 33400-V, nr. 59),
commons;2012-2013;38;2012-12-20;33400-V;61;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-61.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.29.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.29.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;aye;no;no;no;aye;;no;aye;no;no;aye;no;Van Bommel;nl.m.02211;nl.p.sp;;;;de motie-Van Bommel over het openstellen van archieven over Nederlandse betrokkenheid bij Suriname in de jaren tachtig ( 33400-V, nr. 61),
commons;2012-2013;38;2012-12-20;33400-V;62;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-62.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.32.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.32.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;aye;no;aye;no;aye;;no;aye;no;no;aye;no;Van Bommel;nl.m.02211;nl.p.sp;Van Ojik;nl.m.02895;nl.p.gl;de motie-Van Bommel/Van Ojik over onderhandelingen over de afstoting van de Nederlandse kerntaak ( 33400-V, nr. 62),
commons;2012-2013;38;2012-12-20;33400-V;63;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-63.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.35.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.35.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;aye;aye;aye;aye;aye;;aye;aye;no;no;aye;aye;Bonis;nl.m.03341;nl.p.pvda;Ten Broeke;nl.m.03069;nl.p.vvd;de motie-Bonis/Ten Broeke over bescherming en bevordering van de mensenrechten van LHBTI's ( 33400-V, nr. 63),
commons;2012-2013;38;2012-12-20;33400-V;64;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-64.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.38.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;aye;no;aye;aye;aye;;aye;no;no;aye;aye;aye;Bonis;nl.m.03341;nl.p.pvda;Ten Broeke;nl.m.03069;nl.p.vvd;de motie-Bonis/Ten Broeke over een toekomstvisie op het postennet ( 33400-V, nr. 64),
commons;2012-2013;38;2012-12-20;33400-V;100;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-100.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.41.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.41.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;aye;aye;aye;aye;aye;;aye;aye;no;no;aye;no;Omtzigt;nl.m.02441;nl.p.cda;;;;motie-Omtzigt c.s. ( 33400-V, nr. 100, was nr. 65)
commons;2012-2013;38;2012-12-20;33400-V;69;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-69.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.44.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.44.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;aye;aye;aye;aye;aye;;aye;aye;no;aye;aye;aye;Sjoerdsma;nl.m.03352;nl.p.d66;;;;de motie-Sjoerdsma over een actieve inzet voor de aansluiting van zo veel mogelijk landen bij het Internationaal Strafhof ( 33400-V, nr. 69),
commons;2012-2013;38;2012-12-20;33400-V;101;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-101.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.47.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.47.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;no;no;no;aye;aye;;no;no;no;no;no;no;Sjoerdsma;nl.m.03352;nl.p.d66;;;;motie-Sjoerdsma ( 33400-V, nr. 101, was nr. 70)
commons;2012-2013;38;2012-12-20;33400-V;102;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-102.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.50.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.50.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;aye;aye;aye;aye;aye;;aye;aye;no;aye;aye;no;Sjoerdsma;nl.m.03352;nl.p.d66;;;;motie-Sjoerdsma ( 33400-V, nr. 102, was nr. 71)
commons;2012-2013;38;2012-12-20;33400-V;72;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-V-72.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34.1.53.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-34?view=html#nl.proc.ob.d.h-tk-20122013-38-34.1.53.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-34.html;aye;aye;aye;aye;aye;;no;no;no;aye;no;no;Voordewind;nl.m.03070;nl.p.cu;Omtzigt;nl.m.02441;nl.p.cda;de motie-Voordewind/Omtzigt over voorwaarden voor vrijgave SPRING-gelden voor Egypte ( 33400-V, nr. 72),
commons;2012-2013;38;2012-12-20;33400-VIII;38;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-38.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-30.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-30?view=html#nl.proc.ob.d.h-tk-20122013-38-30.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-30.html;no;no;aye;no;aye;;no;aye;aye;no;aye;no;Jasper van Dijk;nl.m.03104;nl.p.sp;;;;de motie-Jasper van Dijk over een visie op kwaliteitsjournalistiek ( 33400-VIII, nr. 38),
commons;2012-2013;38;2012-12-20;33400-VIII;34;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-34.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-30.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-30?view=html#nl.proc.ob.d.h-tk-20122013-38-30.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-30.html;no;no;no;no;no;;no;no;aye;no;no;no;Bosma;nl.m.03127;nl.p.pvv;;;;de motie-Bosma over zorg dragen voor het verdwijnen van islamitische programma's ( 33400-VIII, nr. 34),
commons;2012-2013;38;2012-12-20;33400-VI;14;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VI-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VI-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-17.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-17?view=html#nl.proc.ob.d.h-tk-20122013-38-17.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-17.html;aye;no;aye;no;aye;;no;aye;no;aye;no;no;Van der Staaij;nl.m.02252;nl.p.sgp;;;;amendement-Van der Staaij c.s. (stuk nr. 14)
commons;2012-2013;38;2012-12-20;33400-VI;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/33400-VI;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-17.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-17?view=html#nl.proc.ob.d.h-tk-20122013-38-17.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-17.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Vaststelling van de begrotingsstaten van het ministerie van Veiligheid en Justitie (VI) voor het jaar 2013 (33400-VI)
commons;2012-2013;38;2012-12-20;33400-IX;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/33400-IX;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-22.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-22?view=html#nl.proc.ob.d.h-tk-20122013-38-22.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-22.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Vaststelling van de begrotingsstaten van het Ministerie van Financiën (IX) voor het jaar 2013 (33400-IX)
commons;2012-2013;38;2012-12-20;33400-VIII;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/33400-VIII;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.46.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.46.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Vaststelling van de begrotingsstaten van het Ministerie van Onderwijs, Cultuur en Wetenschap (VIII) voor het jaar 2013 (33400-VIII)
commons;2012-2013;38;2012-12-20;33400-VIII;7;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-7.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VIII-7?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.43.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.43.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;aye;no;aye;no;no;;no;no;aye;aye;no;no;Dijkgraaf;nl.m.02306;nl.p.sgp;Schouten;nl.m.03206;nl.p.cu;amendement-Dijkgraaf/Schouten (stuk nr. 7)
commons;2012-2013;38;2012-12-20;33400-VIII;32;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-32.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VIII-32?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.40.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.40.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;no;aye;aye;no;no;;no;no;no;aye;aye;no;Segers;nl.m.03330;nl.p.cu;Heerma;nl.m.03325;nl.p.cda;amendement-Segers/Heerma (stuk nr. 32)
commons;2012-2013;38;2012-12-20;33400-VIII;104;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-104.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VIII-104?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.37.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.37.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Monasch;nl.m.03246;nl.p.pvda;;;;amendement-Monasch (stuk nr. 104)
commons;2012-2013;38;2012-12-20;33400-VIII;101;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-101.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VIII-101?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.34.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.34.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;aye;aye;aye;no;aye;;no;aye;no;no;aye;no;Keijzer;nl.m.03301;nl.p.cda;;;;amendement-Keijzer (stuk nr. 101, I)
commons;2012-2013;38;2012-12-20;33400-VIII;102;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-102.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VIII-102?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.31.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.31.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;aye;no;aye;aye;aye;;no;aye;no;aye;aye;no;Dik-Faber;nl.m.03331;nl.p.cu;Bergkamp;nl.m.03349;nl.p.d66;amendement-Dik-Faber/Bergkamp (stuk nr. 102)
commons;2012-2013;38;2012-12-20;33400-VIII;26;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-26.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VIII-26?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.28.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.28.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;aye;aye;aye;aye;aye;;aye;no;no;no;no;aye;Lucas;nl.m.03253;nl.p.vvd;Jadnanansing;nl.m.03244;nl.p.pvda;amendement-Lucas/Jadnanansing (stuk nr. 26)
commons;2012-2013;38;2012-12-20;33400-VIII;23;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-23.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VIII-23?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.25.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.25.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;no;no;no;no;aye;;no;aye;no;no;aye;no;Smits;nl.m.03179;nl.p.sp;;;;amendement-Smits (stuk nr. 23)
commons;2012-2013;38;2012-12-20;33400-VI;77;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VI-77.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VI-77?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-17.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-17?view=html#nl.proc.ob.d.h-tk-20122013-38-17.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-17.html;aye;no;aye;aye;aye;;no;aye;no;aye;aye;no;Van der Staaij;nl.m.02252;nl.p.sgp;Bergkamp;nl.m.03349;nl.p.d66;amendement-Van der Staaij/Bergkamp (stuk nr. 77)
commons;2012-2013;38;2012-12-20;33400-VI;9;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VI-9.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VI-9?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-17.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-17?view=html#nl.proc.ob.d.h-tk-20122013-38-17.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-17.html;aye;aye;aye;aye;aye;;no;aye;no;aye;aye;no;Segers;nl.m.03330;nl.p.cu;Van der Staaij;nl.m.02252;nl.p.sgp;amendement-Segers/Van der Staaij (stuk nr. 9)
commons;2012-2013;38;2012-12-20;33400-XII;12;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XII-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-XII-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-24.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-24?view=html#nl.proc.ob.d.h-tk-20122013-38-24.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-24.html;no;aye;aye;no;aye;;no;aye;no;aye;no;no;Dik-Faber;nl.m.03331;nl.p.cu;;;;amendement-Dik-Faber (stuk nr. 12, I)
commons;2012-2013;38;2012-12-20;33400-XII;11;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XII-11.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-XII-11?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-24.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-24?view=html#nl.proc.ob.d.h-tk-20122013-38-24.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-24.html;aye;no;no;no;no;;no;no;no;no;aye;no;Bashir;nl.m.03149;nl.p.sp;;;;amendement-Bashir (stuk nr. 11)
commons;2012-2013;38;2012-12-20;33400-XII;14;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XII-14.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-XII-14?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-24.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-24?view=html#nl.proc.ob.d.h-tk-20122013-38-24.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-24.html;aye;no;aye;aye;aye;;no;aye;no;no;no;no;Van Veldhoven;nl.m.03191;nl.p.d66;;;;amendement-Van Veldhoven (stuk nr. 14, I)
commons;2012-2013;38;2012-12-20;33400-XII;15;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XII-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-XII-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-24.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-24?view=html#nl.proc.ob.d.h-tk-20122013-38-24.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-24.html;aye;no;aye;aye;aye;;no;aye;no;no;no;no;Van Veldhoven;nl.m.03191;nl.p.d66;Hachchi;nl.m.03190;nl.p.d66;amendement-Van Veldhoven/Hachchi (stuk nr. 15, I)
commons;2012-2013;38;2012-12-20;33400-X;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/33400-X;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-23.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-23?view=html#nl.proc.ob.d.h-tk-20122013-38-23.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-23.html;aye;aye;aye;aye;aye;;aye;no;aye;aye;no;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Vaststelling van de begrotingsstaten van het Ministerie van Defensie (X) voor het jaar 2013 (33400-X)
commons;2012-2013;38;2012-12-20;33400-X;25;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-X-25.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-X-25?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-23.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-23?view=html#nl.proc.ob.d.h-tk-20122013-38-23.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-23.html;aye;aye;aye;aye;no;;aye;aye;no;aye;aye;aye;Vuijk;nl.m.03398;nl.p.vvd;Günal-Gezer;nl.m.03401;nl.p.pvda;amendement-Vuijk/Günal-Gezer (stuk nr. 25)
commons;2012-2013;38;2012-12-20;33400-X;5;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-X-5.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-X-5?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-23.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-23?view=html#nl.proc.ob.d.h-tk-20122013-38-23.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-23.html;no;no;aye;no;no;;no;no;no;aye;no;no;Dijkgraaf;nl.m.02306;nl.p.sgp;Schouten;nl.m.03206;nl.p.cu;amendement-Dijkgraaf/Schouten (stuk nr. 5)
