#Document title: Votes
#Rows: 2234, Columns: 33
#Legislative period: 2012-2013
#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.50plus;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 1, partij;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;indiener 2, partij;titel document volgens stemming
commons;2012-2013;38;2012-12-20;33400-X;4;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-X-4.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-X-4?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-23.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-23?view=html#nl.proc.ob.d.h-tk-20122013-38-23.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-23.html;no;no;aye;no;no;;no;no;no;aye;no;no;Dijkgraaf;nl.m.02306;nl.p.sgp;Schouten;nl.m.03206;nl.p.cu;amendement-Dijkgraaf/Schouten (stuk nr. 4)
commons;2012-2013;38;2012-12-20;33400-X;27;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-X-27.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-X-27?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-23.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-23?view=html#nl.proc.ob.d.h-tk-20122013-38-23.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-23.html;no;no;no;no;no;;no;no;aye;no;no;no;De Roon;nl.m.03126;nl.p.pvv;;;;amendement-De Roon (stuk nr. 27, I)
commons;2012-2013;38;2012-12-20;33400-VI;79;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VI-79.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VI-79?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-17.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-17?view=html#nl.proc.ob.d.h-tk-20122013-38-17.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-17.html;no;no;aye;aye;aye;;no;aye;no;aye;aye;no;Segers;nl.m.03330;nl.p.cu;Schouw;nl.m.03025;nl.p.d66;amendement-Segers/Schouw (stuk nr. 79)
commons;2012-2013;38;2012-12-20;33400-VI;15;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VI-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VI-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-17.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-17?view=html#nl.proc.ob.d.h-tk-20122013-38-17.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-17.html;no;no;aye;no;no;;no;no;aye;aye;no;no;Segers;nl.m.03330;nl.p.cu;;;;amendement-Segers (stuk nr. 15)
commons;2012-2013;38;2012-12-20;33400-VIII;16;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-16.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VIII-16?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.22.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.22.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;aye;aye;no;no;no;;no;aye;no;no;aye;no;Jasper van Dijk;nl.m.03104;nl.p.sp;;;;amendement-Jasper van Dijk (stuk nr. 16, I)
commons;2012-2013;38;2012-12-20;33400-VIII;15;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-15.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VIII-15?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.19.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.19.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;aye;no;no;no;no;;no;aye;no;no;aye;no;Jasper van Dijk;nl.m.03104;nl.p.sp;;;;amendement-Jasper van Dijk (stuk nr. 15, I)
commons;2012-2013;38;2012-12-20;33400-VIII;12;amendement;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-12.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VIII-12?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.16.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.16.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;aye;aye;no;aye;aye;;aye;aye;no;aye;aye;aye;Harbers;nl.m.03111;nl.p.vvd;Nijboer;nl.m.03343;nl.p.pvda;amendement-Harbers/Nijboer (stuk nr. 12, I)
commons;2012-2013;38;2012-12-20;29984;368;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-368.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.60.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.60.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;no;no;no;no;aye;;no;no;aye;no;aye;no;Bashir;nl.m.03149;nl.p.sp;;;;de motie-Bashir over de reistijd Amsterdam-Den Haag ( 29984, nr. 368),
commons;2012-2013;38;2012-12-20;29984;369;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-369.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.63.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.63.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;no;no;aye;no;no;;no;aye;no;no;aye;no;Bashir;nl.m.03149;nl.p.sp;;;;de motie-Bashir over afschaffen van de toeslag voor de Fyra ( 29984, nr. 369),
commons;2012-2013;38;2012-12-20;29984;370;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-370.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.66.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.66.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;no;aye;aye;aye;no;;no;no;no;aye;no;aye;Van Toorenburg;nl.m.03058;nl.p.cda;;;;de motie-Van Toorenburg c.s. over verdere decentralisatie van spoorlijnen ( 29984, nr. 370),
commons;2012-2013;38;2012-12-20;29984;371;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-371.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.69.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.69.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;no;aye;aye;aye;aye;;no;aye;no;no;aye;no;Van Toorenburg;nl.m.03058;nl.p.cda;;;;de motie-Van Toorenburg c.s. over een resultaatsverplichting in de concessie ( 29984, nr. 371).
commons;2012-2013;38;2012-12-20;33400-VI;81;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VI-81.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-75.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-75?view=html#nl.proc.ob.d.h-tk-20122013-38-75.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-75.html;aye;no;no;no;aye;;no;aye;no;aye;no;no;Ouwehand;nl.m.03108;nl.p.pvdd;;;;de motie-Ouwehand over toewerken naar een verbod op consumentenvuurwerk ( 33400-VI, nr. 81).
commons;2012-2013;38;2012-12-20;29344;111;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29344-111.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-76.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-76?view=html#nl.proc.ob.d.h-tk-20122013-38-76.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-76.html;no;no;aye;aye;aye;;no;aye;no;no;aye;no;Voordewind;nl.m.03070;nl.p.cu;;;;de motie-Voordewind c.s. over wederom aanmerken van Mogadishu als artikel 15c-gebied ( 29344, nr. 111),
commons;2012-2013;38;2012-12-20;29344;112;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29344-112.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-76.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-76?view=html#nl.proc.ob.d.h-tk-20122013-38-76.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-76.html;no;no;aye;aye;aye;;no;aye;no;no;aye;no;Voortman;nl.m.03229;nl.p.gl;;;;de motie-Voortman c.s. over opschorten van aanvragen in het kader van het buitenschuldbeleid ( 29344, nr. 112),
commons;2012-2013;38;2012-12-20;33400;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/33400;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-19.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-19?view=html#nl.proc.ob.d.h-tk-20122013-38-19.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-19.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Vaststelling van de begrotingsstaat van het provinciefonds voor het jaar 2013 (33400-C)
commons;2012-2013;38;2012-12-20;33400;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/33400;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-20.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-20?view=html#nl.proc.ob.d.h-tk-20122013-38-20.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-20.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Vaststelling van de begrotingsstaat van het BES-fonds voor het jaar 2013 (33400-H)
commons;2012-2013;38;2012-12-20;29344;113;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29344-113.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-76.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-76?view=html#nl.proc.ob.d.h-tk-20122013-38-76.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-76.html;no;no;aye;aye;aye;;no;aye;no;no;aye;no;Voortman;nl.m.03229;nl.p.gl;;;;de motie-Voortman c.s. over voorzien in monitoring door de Commissie Integraal Toezicht Terugkeer ( 29344, nr. 113).
commons;2012-2013;38;2012-12-20;32623;77;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32623-77.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-77.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-77?view=html#nl.proc.ob.d.h-tk-20122013-38-77.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-77.html;no;no;no;no;no;;no;no;aye;no;aye;no;De Roon;nl.m.03126;nl.p.pvv;;;;de motie-De Roon over terugdraaien van het besluit om Patriotraketten en troepen naar Turkije uit te zenden ( 32623, nr. 77).
commons;2012-2013;38;2012-12-20;29984;367;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-367.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.57.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.57.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;aye;no;aye;aye;aye;;no;aye;no;no;aye;no;Bashir;nl.m.03149;nl.p.sp;;;;de motie-Bashir over gratis wifi ( 29984, nr. 367),
commons;2012-2013;38;2012-12-20;29984;366;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-366.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.54.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.54.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;no;no;no;no;aye;;no;aye;aye;no;aye;no;Bashir;nl.m.03149;nl.p.sp;Van Tongeren;nl.m.03225;nl.p.gl;de motie-Bashir/Van Tongeren over behouden van de spoorlijn Zwolle-Enschede ( 29984, nr. 366),
commons;2012-2013;38;2012-12-20;33400-VIII;81;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-81.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VIII-81?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;aye;no;no;no;aye;;no;aye;no;no;aye;no;Jasper van Dijk;nl.m.03104;nl.p.sp;;;;amendement-Jasper van Dijk (stuk nr. 81, I)
commons;2012-2013;38;2012-12-20;33400-VIII;33;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-33.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VIII-33?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;aye;no;no;no;aye;;no;aye;no;no;aye;no;Smits;nl.m.03179;nl.p.sp;;;;amendement-Smits (stuk nr. 33, I)
commons;2012-2013;38;2012-12-20;33400-VIII;27;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-27.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VIII-27?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;no;no;aye;no;no;;no;no;no;aye;no;no;Bisschop;nl.m.03353;nl.p.sgp;;;;amendement-Bisschop (stuk nr. 27, I en II)
commons;2012-2013;38;2012-12-20;33400-VIII;6;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VIII-6.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-VIII-6?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-21?view=html#nl.proc.ob.d.h-tk-20122013-38-21.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-21.html;no;aye;aye;no;aye;;no;no;no;aye;aye;no;Dijkgraaf;nl.m.02306;nl.p.sgp;Schouten;nl.m.03206;nl.p.cu;amendement-Dijkgraaf/Schouten (stuk nr. 6)
commons;2012-2013;38;2012-12-20;33400;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/33400;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-18.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-18?view=html#nl.proc.ob.d.h-tk-20122013-38-18.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-18.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Vaststelling van de begrotingsstaat van het gemeentefonds voor het jaar 2013 (33400-B)
commons;2012-2013;38;2012-12-20;29984;359;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-359.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.36.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.36.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;no;no;no;no;aye;;no;aye;aye;no;aye;no;De Graaf;nl.m.03290;nl.p.pvv;;;;de motie-De Graaf over een salarisplafond bij de NS ( 29984, nr. 359),
commons;2012-2013;38;2012-12-20;29984;360;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-360.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.39.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.39.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;no;no;no;no;no;;no;no;aye;no;no;no;De Graaf;nl.m.03290;nl.p.pvv;;;;de motie-De Graaf over begeleiding van conducteurs door beveiligers ( 29984, nr. 360),
commons;2012-2013;38;2012-12-20;29984;361;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-361.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.42.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.42.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;aye;no;no;no;no;;no;aye;aye;no;aye;no;De Graaf;nl.m.03290;nl.p.pvv;;;;de motie-De Graaf over instandhouden van het papieren treinkaartje ( 29984, nr. 361),
commons;2012-2013;38;2012-12-20;29984;362;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-362.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.45.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.45.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;aye;no;no;aye;aye;;no;aye;aye;no;aye;no;De Graaf;nl.m.03290;nl.p.pvv;;;;de motie-De Graaf over het berekenen van kortingstarieven ( 29984, nr. 362),
commons;2012-2013;38;2012-12-20;29984;373;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-373.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.48.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.48.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Van Tongeren;nl.m.03225;nl.p.gl;Dik-Faber;nl.m.03331;nl.p.cu;de gewijzigde motie-Van Tongeren/Dik-Faber over de geldigheid van abonnementsproducten ( 29984, nr. 373, was nr. 364),
commons;2012-2013;38;2012-12-20;29984;365;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-365.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.51.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.51.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;no;no;no;no;aye;;no;aye;no;no;aye;no;Bashir;nl.m.03149;nl.p.sp;Van Tongeren;nl.m.03225;nl.p.gl;de motie-Bashir/Van Tongeren over behouden van de spoorlijnen Roermond-Maastricht Randwyck en Sittard-Heerlen ( 29984, nr. 365),
commons;2012-2013;38;2012-12-20;33400-XII;51;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XII-51.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-XII-51?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-24.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-24?view=html#nl.proc.ob.d.h-tk-20122013-38-24.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-24.html;aye;no;aye;aye;aye;;no;aye;no;aye;aye;no;Dik-Faber;nl.m.03331;nl.p.cu;Hachchi;nl.m.03190;nl.p.d66;amendement-Dik-Faber/Hachchi (stuk nr. 51)
commons;2012-2013;38;2012-12-20;33400-XII;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/33400-XII;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-24.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-24?view=html#nl.proc.ob.d.h-tk-20122013-38-24.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-24.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Vaststelling van de begrotingsstaten van het Ministerie van Infrastructuur en Milieu (XII) voor het jaar 2013 (33400-XII)
commons;2012-2013;38;2012-12-20;33400-A;13;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-A-13.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-33400-A-13?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-25.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-25?view=html#nl.proc.ob.d.h-tk-20122013-38-25.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-25.html;no;aye;aye;no;aye;;no;aye;no;aye;no;no;Dik-Faber;nl.m.03331;nl.p.cu;;;;amendement-Dik-Faber (stuk nr. 13, I)
commons;2012-2013;38;2012-12-20;29984;352;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-352.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.21.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.21.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;De Boer;nl.m.16075;nl.p.vvd;Hoogland;nl.m.03400;nl.p.pvda;de motie-De Boer/Hoogland over de problemen met de Fyra ( 29984, nr. 352),
commons;2012-2013;38;2012-12-20;29984;355;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-355.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.24.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.24.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;aye;aye;aye;aye;aye;;no;aye;aye;aye;aye;no;Dik-Faber;nl.m.03331;nl.p.cu;;;;de motie-Dik-Faber over afspraken over de te bereiken reistijdverbetering ( 29984, nr. 355),
commons;2012-2013;38;2012-12-20;29984;356;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-356.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.27.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.27.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;no;no;aye;no;aye;;no;no;no;no;no;aye;Dik-Faber;nl.m.03331;nl.p.cu;;;;de motie-Dik-Faber over doortrekken van de valleilijn naar Arnhem ( 29984, nr. 356),
commons;2012-2013;38;2012-12-20;29984;357;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-357.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.30.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.30.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;no;no;aye;aye;aye;;no;aye;no;no;aye;no;Dik-Faber;nl.m.03331;nl.p.cu;;;;de motie-Dik-Faber over verdere integratie van de HSL in het hoofdrailnet ( 29984, nr. 357),
commons;2012-2013;38;2012-12-20;29984;358;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29984-358.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74.1.33.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-74?view=html#nl.proc.ob.d.h-tk-20122013-38-74.1.33.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-74.html;no;aye;aye;aye;aye;;no;aye;aye;no;no;no;Dik-Faber;nl.m.03331;nl.p.cu;;;;de motie-Dik-Faber over betrekken van de opgenomen verbinding Eindhoven-Weert-Roermond ( 29984, nr. 358),
commons;2012-2013;38;2012-12-20;33400-XVI;115;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XVI-115.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-29.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-38-29?view=html#nl.proc.ob.d.h-tk-20122013-38-29.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-38-29.html;aye;aye;aye;aye;aye;;aye;aye;no;no;aye;aye;Pia Dijkstra;nl.m.03188;nl.p.d66;Bruins Slot;nl.m.03221;nl.p.cda;de motie-Pia Dijkstra/Bruins Slot over een nulmeting voor het aantal gymlesuren ( 33400-XVI, nr. 115).
